phone_model,Rating,Price Rs
HTC U11 (Solar,4.6,53990.0
Huawei P30 Pro,4.6,59690.0
Samsung Galaxy Note,4.6,59900.0
Samsung Galaxy S10,4.6,52990.0
Samsung Galaxy S8,4.6,53990.0
LG G7 ThinQ,4.4,53000.0
"LG G8X (Black,",4.4,54990.0
Asus ROG Phone,4.3,57999.0
Mi 10 (Coral,4.3,54999.0
Mi 10 (Twilight,4.3,54999.0
HTC 10 (Topaz,4.2,56690.0
