"Vivo Y90 (Gold,",4.3,7990,2GB,32GB,MediaTek Helio A22,8MP,8MP + 2MP,Dual,Yes,
Redmi 7 (Lunar,4.3,9190,2GB,32GB,Qualcomm Snapdragon 632,8MP,12MP + 2MP,Dual,Yes,
Redmi 7 (Eclipse,4.3,9450,2GB,32GB,Qualcomm Snapdragon 632,8MP,12MP + 2MP,Dual,Yes,
Redmi 7 (Comet,4.3,9299,2GB,32GB,Qualcomm Snapdragon 632,8MP,12MP,Dual,Yes,
"Vivo Y71i (Gold,",4.3,8900,2GB,16GB,Qualcomm Snapdragon 425,5MP,13MP,Dual,Yes,
"Redmi 6A (Gold,",4.3,7399,2GB,16GB,MediaTek Helio A22,5MP,13MP,Single,Yes,
"Redmi 6A (Blue,",4.3,7399,2GB,16GB,MediaTek Helio A22,5MP,13MP,Single,Yes,
Redmi 5 (Rose,4.3,8499,2GB,16GB,Qualcomm Snapdragon 425,5MP,12MP,Single,Yes,
"Redmi 5 (Black,",4.3,8498,2GB,16GB,Qualcomm Snapdragon 425,5MP,12MP,Single,Yes,
Vivo Y11 (Mineral,4.3,9990,2GB,32GB,Qualcomm Snapdragon 425,5MP,13MP,Dual,Yes,
Vivo Y11 (Agate,4.3,9990,2GB,32GB,Qualcomm Snapdragon 425,5MP,13MP,Dual,Yes,
TECNO SPARK 6,4.3,7815,2GB,32GB,MediaTek Helio A22,8MP,13MP,Dual,Yes,
Tecno Spark Power,4.3,9999,2GB,32GB,MediaTek Helio A22,8MP,13MP + 2MP,Dual,Yes,
Tecno Spark Go,4.3,6499,1GB,16GB,MediaTek Helio A22,5MP,8MP,Single,Yes,
Tecno Spark 5,4.3,9244.5,2GB,32GB,MediaTek Helio A22,8MP,13MP,Dual,Yes,
"OPPO A12 (Black,",4.3,9990,3GB,32GB,MediaTek Helio P35,5MP,13MP + 2MP,Dual,Yes,
"Lenovo A7 (Blue,",4.25,9240,3GB,64GB,Qualcomm Snapdragon 665,5MP,13MP + 2MP,Dual,Yes,
"Lenovo A7 (Black,",4.25,9240,3GB,64GB,Qualcomm Snapdragon 665,5MP,13MP + 2MP,Dual,Yes,
OPPO A11K (Deep,4.2,8990,2GB,32GB,MediaTek Helio P22,5MP,13MP,Single,Yes,
Redmi 8A Dual,4.2,8859.1,2GB,32GB,Qualcomm Snapdragon 439,5MP,13MP + 2MP,Dual,Yes,
"Redmi 4 (Gold,",4.2,8990,2GB,16GB,Qualcomm Snapdragon 425,5MP,13MP,Single,Yes,
"Redmi 4 (Black,",4.2,8990,2GB,16GB,Qualcomm Snapdragon 425,5MP,13MP,Single,Yes,
OPPO A11K (Flowing,4.2,8990,2GB,32GB,MediaTek Helio P22,5MP,13MP,Single,Yes,
"Gionee F10 (Blue,",4.2,7990,2GB,16GB,MediaTek Helio A22,5MP,8MP,Single,Yes,
Vivo Y53 (Matte,4.2,8490,3GB,32GB,MediaTek Helio P35,8MP,13MP + 2MP,Dual,Yes,
Virat FanBox Moto,4.2,8999,2GB,16GB,MediaTek Helio A22,5MP,8MP,Single,Yes,
"Lava Z61 (Gold,",4.2,5999,2GB,16GB,MediaTek Helio A22,5MP,8MP,Single,Yes,
Vivo Y53i (Matte,4.2,7990,4 GB,64 GB,MediaTek Helio P35,16 MP,13 MP,Dual,Yes,
Samsung Galaxy M01,4.2,8614.75,3 GB,32 GB,Qualcomm Snapdragon 439,5 MP,13 MP,Single,Yes,
Tecno Camon i,4.15,8138.25,2 GB,32 GB,MediaTek Helio A22,5 MP,13 MP,Dual,Yes,
Itel Vision1 (Gradation,4.1,6999,2 GB,32 GB,MediaTek Helio A22,5 MP,8 MP,Dual,Yes,
"Nokia 2.3 (Charcoal,",4.1,9999,2 GB,32 GB,MediaTek Helio A22,5 MP,13 MP,Dual,Yes,
ITEL A46 (DARK,4.1,6099,2 GB,32 GB,MediaTek Helio A22,5 MP,8 MP,Dual,Yes,
Asus Zenfone Max,4.1,7599,3 GB,32 GB,MediaTek Helio P22,5 MP,13 MP,Dual,Yes,
Itel A22 Pro,4.1,5970,1 GB,16 GB,MediaTek Helio A20,5 MP,5 MP,Single,Yes,
"Nokia 2.3 (Sand,",4.1,9999,2 GB,32 GB,MediaTek Helio A22,5 MP,13 MP,Dual,Yes,
Nokia 2.3 (Cyan,4.1,9274,2 GB,32 GB,MediaTek Helio A22,5 MP,13 MP,Dual,Yes,
Gionee S10 Lite,4.1,9984,3 GB,32 GB,MediaTek Helio P22,8 MP,13 MP,Dual,Yes,
ITEL A46 (NEON,4.1,6099,2 GB,32 GB,MediaTek Helio A22,5 MP,8 MP,Dual,Yes,
ITEL A46 (FIERY,4.1,6099,2 GB,32 GB,MediaTek Helio A22,5 MP,8 MP,Dual,Yes,
Micromax Canvas Infinity,4.1,7370,3 GB,32 GB,MediaTek Helio P22,5 MP,13 MP,Dual,Yes,
Lava Z66 (Marine,4.1,7777,3 GB,32 GB,MediaTek Helio P22,5 MP,13 MP,Dual,Yes,
Lava Z66 (Berry,4.1,8490,3 GB,32 GB,MediaTek Helio P22,5 MP,13 MP,Dual,Yes,
"Meizu C9 (Gold,",4.1,5784.5,3 GB,32 GB,MediaTek Helio P22,8 MP,13 MP,Dual,Yes,
"Panasonic P101 (Gold,",4,5940,2 GB,32 GB,MediaTek Helio A22,5 MP,8 MP,Dual,Yes,
Gionee Max (Royal,4,5999,3 GB,32 GB,MediaTek Helio P22,8 MP,13 MP,Dual,Yes,
Itel Selfiepro S41,4,5999,2 GB,32 GB,MediaTek Helio P22,8 MP,13 MP,Dual,Yes,
"Gionee Max (Red,",4,5999,3 GB,32 GB,MediaTek Helio P22,8 MP,13 MP,Dual,Yes,
Gionee S11 Lite,4,8994,3 GB,32 GB,MediaTek Helio P22,8 MP,13 MP,Dual,Yes,
"Nokia 3.1 (Blue/Copper,",4,9999,3 GB,32 GB,MediaTek Helio P22,8 MP,13 MP,Dual,Yes,
"Nokia 3.1 (Black,",4,9999,3 GB,32 GB,MediaTek Helio P22,8 MP,13 MP,Dual,Yes,
"Panasonic P101 (Black,",4,5999,2GB,16GB,Spreadtrum SC9832E,5MP,5MP,Single,Yes,
Lava Z61 Pro,4,5777,1GB,16GB,Spreadtrum SC9832E,5MP,5MP,Single,Yes,
Moto E 4th,4,8499,1GB,8GB,Qualcomm Snapdragon 425,5MP,5MP,Dual,Yes,
Tecno Spark 4,4,6499,2GB,16GB,Mediatek Helio A22,5MP,8MP + QVGA,Dual,Yes,
Yu Yureka Black,4,6889,2GB,16GB,Qualcomm Snapdragon 615,5MP,13MP,Dual,Yes,
"Panasonic P101 (Blue,",4,5999,1GB,8GB,MediaTek MT6580,5MP,5MP,Dual,Yes,
Spinup A10 (Shine,3.9,6449,1GB,8GB,MediaTek MT6580,5MP,5MP,Dual,Yes,
"Honor 9S (Blue,",3.9,6499,2GB,32GB,MediaTek Helio P22,5MP,8MP + 0.3MP,Dual,Yes,
InFocus Snap 4,3.9,9499,2GB,16GB,MediaTek Helio A22,5MP,8MP,Dual,Yes,
InFocus Turbo 5,3.9,9500,2GB,32GB,MediaTek Helio P22,5MP,13MP + 2MP,Dual,Yes,
"Honor 9S (Black,",3.9,6499,2GB,32GB,MediaTek Helio P22,5MP,8MP + 0.3MP,Dual,Yes,
Gionee F103 Pro,3.9,8690,2GB,16GB,MediaTek Helio P22,5MP,13MP + 2MP,Dual,Yes,
Coolpad Note 5,3.9,9995,2GB,16GB,MediaTek Helio P10,8MP,13MP + 5MP,Dual,Yes,
Nokia 3 (Matte,3.9,8490,2GB,16GB,MediaTek 6737,8MP,8MP,Single,Yes,
"Micromax iOne (Black,",3.9,5999,2GB,16GB,MediaTek Helio P22,5MP,13MP,Single,Yes,
Comio S1 4G,3.9,8295,2GB,16GB,MediaTek Helio A22,5MP,8MP,Dual,Yes,
"Gionee P7 (Gold,",3.8,7999,2GB,16GB,MediaTek Helio P22,5MP,13MP + 2MP,Dual,Yes,
Coolpad Note 3S,3.8,6509,2GB,16GB,MediaTek Helio P10,8MP,13MP + 5MP,Dual,Yes,
Coolpad Mega 5A,3.8,7550,2GB,16GB,MediaTek Helio A22,5MP,8MP,Dual,Yes,
Comio X1 Note,3.8,8495,2GB,16GB,MediaTek Helio A22,5MP,8MP + 0.3MP,Dual,Yes,
Yu Yunique 2,3.8,6699,2GB,16GB,MediaTek Helio P22,5MP,13MP,Single,Yes,
Panasonic Eluga I8,3.8,8145,2GB,16GB,MediaTek Helio P22,5MP,13MP,Single,Yes,
Leagoo M9 Pro,3.8,7499,2GB,16GB,MediaTek Helio A22,5MP,8MP,Dual,Yes,
TCL 560 (Dark,3.8,8999,2GB,16GB,MediaTek Helio P22,5MP,8MP,Dual,Yes,
Realme C15 (Power,3.8,9999,3GB,32GB,MediaTek Helio G35,5MP,13MP + 2MP + 2MP,Triple,Yes,
InFocus A3 (Jet,3.8,9500,2GB,16GB,MediaTek Helio A22,5MP,8MP,Dual,Yes,
Karbonn Yuva 2,3.8,6334,2GB,16GB,MediaTek Helio A22,5MP,8MP,Dual,Yes,
Mobiistar E1 Selfie,3.8,8490,2GB,16GB,MediaTek MT6580,5MP,8MP,Dual,Yes,
Micromax CANVAS 2,3.8,7799,512MB,4GB,MediaTek MT6575,VGA,2MP,Single,Yes,
Micromax Canvas 2,3.75,6872,1GB,4GB,MediaTek MT6577,1.3MP,5MP,Single,Yes,
Samsung M01 core,3.7,6485.666667,1GB,8GB,Unisoc SC9832E,5MP,5MP,Single,Yes,
Panasonic Eluga I7,3.7,6490,2GB,16GB,MediaTek MT6580,5MP,8MP,Dual,Yes,
Panasonic ELUGA I6,3.7,5999,1GB,8GB,MediaTek MT6580,5MP,5MP,Single,Yes,
Karbonn Titanium S9,3.7,6699,512MB,4GB,MediaTek MT6575,0.3MP,2MP,Single,Yes,
LG W10 Alpha,3.7,8490,1GB,16GB,Spreadtrum SC9820E,5MP,5MP,Single,Yes,
Mobiistar X1 Dual,3.7,9999,2GB,16GB,MediaTek MT6580,5MP,8MP,Dual,Yes,
Micromax Selfie 2,3.7,7299,1GB,8GB,MediaTek MT6580,5MP,13MP + 5MP,Dual,Yes,
Micromax Canvas 6,3.7,7999,1GB,8GB,MediaTek MT6580,2MP,5MP,Single,Yes,
"Lava Z70 (Gold,",3.7,6295,1GB,8GB,MediaTek MT6580,5MP,5MP,Single,Yes,
Alcatel U5 HD,3.6,6499,1GB,8GB,MediaTek MT6580,2MP,5MP,Single,Yes,
Panasonic Eluga Ray,3.6,8999,1GB,8GB,MediaTek MT6580,2MP,5MP,Single,Yes,
Panasonic Eluga I2,3.6,6999,1GB,8GB,MediaTek MT6580,2MP,5MP,Single,Yes,
Celkon Diamond U,3.6,6499,512MB,4GB,MediaTek MT6575,1.3MP,2MP,Single,Yes,
Coolpad Cool 3,3.6,8999,2GB,16GB,MediaTek MT6580,5MP,8MP,Dual,Yes,
ZOPO Color -,3.6,5989,512MB,4GB,MediaTek MT6575,0.3MP,2MP,Single,Yes,
"VOTO V12 (Champagne,",3.5,3945,1GB,8GB,MediaTek MT6580,5MP,5MP,Single,Yes,
"VOTO V12 (Black,",3.5,3930,1GB,8GB,MediaTek MT6580,5MP,5MP,Single,Yes,
Micromax Bharat 4,3.5,5525,1GB,8GB,MediaTek MT6737,5MP,5MP,Single,Yes,
Voto V2i (Champagne,3.5,4890,1GB,8GB,MediaTek MT6580,5MP,5MP,Single,Yes,
"Voto V2i (Black,",3.5,4890,1GB,8GB,MediaTek MT6580,5MP,5MP,Single,Yes,
Voto V2 (Rose,3.5,4499,512MB,4GB,MediaTek MT6575,0.3MP,2MP,Single,Yes,
"Voto V2 (Champagne,",3.5,3990,512MB,4GB,MediaTek MT6575,0.3MP,2MP,Single,Yes,
"Voto V2 (Black,",3.5,4199,1GB,8GB,Quad Core,2MP,5MP,Dual SIM,Yes,
"Forme R7 (Red&Black,",3.5,5950,1GB,8GB,Quad Core,2MP,5MP,Dual SIM,Yes,
Forme R7S (Champagne,3.5,6999,1GB,8GB,Quad Core,2MP,5MP,Dual SIM,Yes,
"Homtom H5 (Gold,",3.5,6499,1GB,8GB,Quad Core,2MP,5MP,Dual SIM,Yes,
I Kall K200,3.5,4565.666667,1GB,8GB,Quad Core,2MP,5MP,Dual SIM,Yes,
BlackZone UNI 4G,3.4,5500,1GB,8GB,Quad Core,2MP,5MP,Dual SIM,Yes,
Coolpad Mega 5C,3.4,5185,1GB,8GB,Quad Core,2MP,5MP,Dual SIM,Yes,
"VOTO V11 (Blue,",3.4,4190,1GB,8GB,Quad Core,2MP,5MP,Dual SIM,Yes,
I Kall K9,3.4,4799,1GB,8GB,Quad Core,2MP,5MP,Dual SIM,Yes,
I Kall K7,3.3,4799,1GB,8GB,Quad Core,2MP,5MP,Dual SIM,Yes,
Ismart i1 EPIC,3.2,4999,1GB,8GB,Quad Core,2MP,5MP,Dual SIM,Yes,
I Kall K800,3.2,4499,1GB,8GB,Quad Core,2MP,5MP,Dual SIM,Yes,
I Kall K,3.2,5932.333333,1GB,8GB,Quad Core,2MP,5MP,Dual SIM,Yes,
I Kall K3,3.1,5399,1GB,8GB,Quad Core,2MP,5MP,Dual SIM,Yes,
I kall K10,3,5899,1GB,8GB,Quad Core,2MP,5MP,Dual SIM,Yes,
I Kall K220,3,4799,1GB,8GB,Quad Core,2MP,5MP,Dual SIM,Yes,
Ismart i 1,3,5899,1GB,8GB,Quad Core,2MP,5MP,Dual SIM,Yes,
I Kall K6,3,6299,1GB,8GB,Quad Core,2MP,5MP,Dual SIM,Yes,
"Gome U7 (Black,",2.9,9789,1GB,8GB,Quad Core,2MP,5MP,Dual SIM,Yes,
I Kall K600,2.9,3949,1GB,8GB,Quad Core,2MP,5MP,Dual SIM,Yes,
Ismart Extreme (Sea,2.9,6299,1GB,8GB,Quad Core,2MP,5MP,Dual SIM,Yes,
I Kall K1000,2.8,6049,1GB,8GB,Quad Core,2MP,5MP,Dual SIM,Yes,
I Kall K400,2.8,6099,1GB,8GB,Quad Core,2MP,5MP,Dual SIM,Yes,
I Kall K210,2.8,4499,1GB,8GB,Quad Core,2MP,5MP,Dual SIM,Yes,
"Kekai S5 (Blue,",2.8,4679,1GB,8GB,Quad Core,2MP,5MP,Dual SIM,Yes,
Ismart I1 Dynamite,2.8,4999,1GB,8GB,Quad Core,2MP,5MP,Dual SIM,Yes,
I Kall K201,2.7,5299,1GB,8GB,Quad Core,2MP,5MP,Dual SIM,Yes,
I Kall K4,2.633333333,5565.666667,1GB,8GB,Quad Core,2MP,5MP,Dual SIM,Yes,
Itel VISION 1,2.5,6899,1GB,8GB,Quad Core,2MP,5MP,Dual SIM,Yes,
Ismart Is-58 Power,2.5,4299,1GB,8GB,Quad Core,2MP,5MP,Dual SIM,Yes,
Yu Yutopia (Graphite,2.5,7180,4GB,64GB,Qualcomm Snapdragon 810,21MP,21MP + 13MP,Dual,Yes,
I Kall K300,2.4,6799,2GB,16GB,Mediatek Helio A22,5MP,8MP + 2MP,Dual,Yes,
I Kall K-2,,5899,1GB,8GB,Mediatek MT6572,2MP,5MP,Single,Yes,
I Kall K260,,4699,2GB,16GB,Mediatek Helio A25,5MP,8MP + 2MP,Dual,Yes,
Ismart I1 Extreme,,6299,2GB,16GB,Mediatek Helio A20,5MP,8MP + 2MP,Dual,Yes,
Realme Narzo 20A,,8999,3GB,32GB,Mediatek Helio G80,8MP,12MP + 5MP + 2MP,Triple,Yes,
"Spinup A9 (Blue,",,6449,2GB,32GB,Mediatek Helio G35,5MP,13MP + 2MP,Dual,Yes,
TECNO Spark Air,,8240,2GB,32GB,Mediatek Helio A22,5MP,13MP + QVGA,Dual,Yes,
