Apple iPhone 12,4.533333333,52799.33333,Apple,2,223.7,4GB,128GB,Apple A14 Bionic,12MP,12MP + 12MP,Dual SIM (eSIM),No,\static\60k Company\apple-iphone-12.webp
Xiaomi 12 Pro,4,56999,Xiaomi,4,152.2,12GB,256GB,Qualcomm Snapdragon 8 Gen 1,32MP,50MP + 50MP + 50MP,Dual SIM,No,\static\60k Company\Redmi 12 pro.webp
