Vivo V17 (Glacier,4.5,24990,8GB,128GB,Snapdragon 675,32MP+8MP,48MP+8MP+2MP,Dual SIM,Yes,\static\30k\vivo-v17-vivo-1919-.jpeg
Vivo V17 (Midnight,4.5,24990,8GB,128GB,Snapdragon 675,32MP+8MP,48MP+8MP+2MP,Dual SIM,Yes,\static\30k\vivo-v17-vivo-1919- (2).jpeg
Vivo V17Pro (Midnight,4.5,29499,8GB,128GB,Snapdragon 675,32MP+8MP,48MP+8MP+2MP,Dual SIM,Yes,\static\30k\vivo-v17pro-vivo-1909-.jpeg
Vivo V9 (Pearl,4.5,23990,4GB,64GB,Snapdragon 626,16MP,13MP+2MP,Dual SIM,Yes,\static\30k\vivo-v9-1730-original-.jpeg
POCO F1 (Armoured,4.5,22999,8GB,256GB,Snapdragon 845,20MP,12MP+6MP,Dual SIM,Yes,\static\30k\poco f1.webp
Vivo V9 (Sapphire,4.5,23990,4GB,64GB,Snapdragon 626,16MP,13MP+2MP,Dual SIM,Yes,\static\30k\vivo-v9-vivo-1723-original-.jpeg
OPPO F9 Pro,4.5,21150,8GB,128GB/256GB,Snapdragon 660,25MP,16MP+2MP,Dual SIM,Yes,\static\30k\oppo-f9-pro-.jpeg
OPPO Reno3 Pro,4.4,28790,8GB,128GB/256GB,Snapdragon 765G,44MP+2MP,64MP+13MP+8MP+2MP,Dual SIM,Yes,\static\30k\oppo-reno3-pro-.jpeg
Samsung Galaxy A6,4.4,25500,3GB,32GB,Exynos 7870,16MP,13MP+5MP,Dual SIM,Yes,\static\30k\samsung-galaxy-a6-sm-.jpeg
"Vivo V7+ (Gold,",4.4,22221,4GB,32GB,Snapdragon 425,16MP,16MP,Dual SIM,Yes,\static\30k\vivo-v7-plus-1716-original-.jpeg
Vivo V19 (Piano,4.4,26490,8GB,128GB,Snapdragon 675,32MP+8MP,48MP+8MP+2MP,Dual SIM,Yes,\static\30k\vivo-v19-vivo-1933.jpeg
Vivo V19 (Mystic,4.4,26490,8GB,128GB,Snapdragon 675,32MP+8MP,48MP+8MP,Dual SIM,Yes,\static\30k\vivo-v19-vivo-1933-.jpeg
Honor 20 (Sapphire,4.4,22999,8GB,128GB,Kirin 980,32MP,48MP+16MP+2MP,Dual SIM,Yes,
Honor 8,4.4,29999,4GB,32GB/64GB,Kirin 950,8MP,12MP+8MP,Dual SIM,Yes,
Vivo V15 (Frozen,4.4,21099,8GB,128GB,Snapdragon 675,32MP,48MP+8MP+5MP,Dual SIM,,
Vivo S1 (Skyline,4.4,20990,8GB,128GB/256GB,MediaTek Helio P65,32MP+8MP,12MP+8MP+5MP,Dual SIM,,
Samsung Galaxy S9,4.4,24999,4GB,64GB/128GB/256GB,Exynos 9810,8MP,12MP,Dual SIM,,
Samsung Galaxy M31s,4.4,22337.5,8GB,128GB/256GB,Exynos 9611,32MP,64MP+8MP+5MP+5MP,Dual SIM,,
Samsung Galaxy J7,4.4,20995,2GB,16GB,Exynos 7870,5MP,13MP+5MP,Dual SIM,,
Samsung Galaxy A80,4.4,29999,8GB,128GB,Snapdragon 730,8MP,48MP+8MP+13MP,Dual SIM,,
OPPO Reno2 F,4.4,21990,8GB,128GB/256GB,MediaTek Helio P70,16MP,48MP+8MP+2MP+2MP,Dual SIM,,
Samsung Galaxy A6+,4.4,23795,3GB,32GB/64GB,Exynos 7870,24MP,16MP+5MP,Dual SIM,,
Samsung Galaxy A71,4.4,29499,8GB,128GB/256GB,Snapdragon 730,32MP,64MP+12MP+5MP+5MP,Dual SIM,,
Samsung Galaxy A51,4.4,23749,6GB,128GB/256GB,Exynos 9611,32MP,48MP+12MP+5MP+5MP,Dual SIM,,
Redmi Note 9,4.4,22926.33333,4GB/6GB,64GB/128GB/256GB,MediaTek Helio G85,13MP,48MP+8MP+2MP+2MP,Dual SIM,,
OPPO F17 Pro,4.4,22990,8GB,128GB/256GB,MediaTek Helio P95,16MP+2MP,48MP+8MP+2MP+2MP,Dual SIM,,
Realme 7 Pro,4.4,21999,8GB,128GB/256GB,Snapdragon 720G,32MP+8MP,64MP+8MP+2MP+2MP,Dual SIM,,
"OPPO F5 (Black,",4.4,26603,4GB,32GB/64GB,MediaTek Helio P25,16MP,16MP,Dual SIM,,
"OPPO F5 (Red,",4.4,24990,4GB,32GB/64GB,MediaTek Helio P25,16MP,16MP,Dual SIM,,
Samsung Galaxy A70,4.3,25990,6GB,128GB,Snapdragon 675,32MP,32MP+8MP+5MP,Dual SIM,,
Realme X3 (Arctic,4.3,25499,8GB,128GB/256GB,Snapdragon 855 Plus,16MP+8MP,64MP+12MP+8MP+2MP,Dual SIM,,
Realme X3 (Glacier,4.3,25999,8GB,128GB/256GB,Snapdragon 855 Plus,16MP+8MP,64MP+12MP+8MP+2MP,Dual SIM,,
"LG V30+ (Black,",4.3,24999,6GB,128GB/256GB,Qualcomm Snapdragon 835,5MP,16MP+13MP,Dual SIM,,
Realme X3 SuperZoom,4.3,27999,12GB,256GB,Snapdragon 855 Plus,32MP+8MP,64MP+8MP+13MP+2MP,Dual SIM,,
"OPPO F3 (Black,",4.3,23500,4GB,64GB,MediaTek Helio P10,8MP,13MP+2MP,Dual SIM,,
"Vivo NEX (Black,",4.2,23990,8GB,128GB/256GB,Qualcomm Snapdragon 845,12MP,12MP+5MP,Dual SIM,,
OPPO K3 (Aurora,4.2,23990,6GB,64GB/128GB,Qualcomm Snapdragon 710,16MP,16MP+2MP,Dual SIM,,
OPPO K3 (Jade,4.1,29999,6GB,64GB/128GB,Qualcomm Snapdragon 710,16MP,16MP+2MP,Dual SIM,,
OPPO F1 Plus,4,27500,4GB,64GB/128GB,MediaTek Helio P60,16MP,16MP+5MP,Dual SIM,,
"Gionee A1 (Black,",4,21499,4GB,64GB,MediaTek Helio P23,16MP,13MP+2MP,Dual SIM,,
"Gionee A1 (Grey,",4,21499,4GB,64GB,MediaTek Helio P23,16MP,13MP+2MP,Dual SIM,,
Honor 6 Plus,3.9,26499,3GB,32GB/64GB,Kirin 935,8MP,8MP+2MP,Dual SIM,,
Lenovo Z6 Pro,3.8,26999,8GB,128GB/256GB,Qualcomm Snapdragon 855,32MP+8MP,48MP+8MP+16MP+2MP,Dual SIM,,
HTC Desire 826,3.7,27990,3GB,32GB,MediaTek Helio P10,13MP,13MP,Dual SIM,,
"Blackberry Evolve (Black,",3.7,29999,4GB,64GB,Qualcomm Snapdragon 450,5MP,13MP+13MP,Dual SIM,,
OPPO F11 Pro,,28990,6GB,64GB/128GB,MediaTek Helio P70,16MP,48MP+5MP,Dual SIM,,
OPPO R17 (Ambient,,22998,8GB,128GB/256GB,Qualcomm Snapdragon 670,25MP,16MP+2MP,Dual SIM,,
Samsung GALAXY M31S,,25990,8GB,128GB/256GB,Exynos 9611,32MP,64MP+8MP+5MP+5MP,Dual SIM,,
