Redmi Note 5,4.44,12574.7,4GB,64GB,Qualcomm Snapdragon 625,13MP,12MP + 5MP,Dual,Yes,\static\20k\Redmi note 5.jpg
Realme 7 Pro,4.4,19999,6GB,128GB,Qualcomm Snapdragon 720G,32MP + 8MP,64MP + 8MP + 2MP + 2MP,Quad,Yes,
Samsung Galaxy A50,4.4,18999,4GB,64GB,Exynos 9610,25MP,25MP + 8MP + 5MP,Triple,Yes,
OPPO F11 (Fluorite,4.4,17990,4GB,64GB,MediaTek Helio P70,16MP,48MP + 5MP,Dual,Yes,
Realme 3i (Diamond,4.4,10499,3GB,32GB,MediaTek Helio P60,13MP,13MP + 2MP,Dual,Yes,
OPPO A9 (Marble,4.4,16490,4GB,128GB,MediaTek Helio P70,16MP,16MP + 2MP + 2MP + 5MP,Quad,Yes,
OPPO A9 (Fluorite,4.4,16490,4GB,128GB,MediaTek Helio P70,16MP,16MP + 2MP + 2MP + 5MP,Quad,Yes,
Samsung Galaxy A30,4.4,17750,3GB,32GB,Exynos 7904,16MP,13MP + 5MP + 5MP,Triple,Yes,
OPPO A5 2020,4.4,13127.83333,3GB,64GB,Qualcomm Snapdragon 665,8MP,12MP + 2MP + 2MP,Triple,Yes,
OPPO F11 Pro,4.4,17570,6GB,128GB,MediaTek Helio P70,16MP,48MP + 5MP + 2MP,Triple,Yes,
Redmi 9 Prime,4.4,12601.71429,4GB,64GB,MediaTek Helio G80,8MP,13MP + 8MP + 5MP + 2MP,Quad,Yes,
Samsung Galaxy J8,4.4,19245,4GB,64GB,Qualcomm Snapdragon 450,16MP,16MP + 5MP,Dual,Yes,
Samsung Galaxy M30,4.4,14990,4GB,64GB,Samsung Exynos 7904,16MP,13MP + 5MP + 5MP,Triple,Yes,
Samsung Galaxy On8,4.4,19990,4GB,64GB,Qualcomm Snapdragon 450,16MP,13MP + 5MP + 5MP,Triple,Yes,
Realme 5 (Crystal,4.4,11999,3GB,32GB,Qualcomm Snapdragon 665,13MP,12MP + 8MP + 2MP + 2MP,Quad,Yes,
OPPO F11 (Marble,4.4,17990,4GB,64GB,MediaTek Helio P70,16MP,48MP + 5MP,Dual,Yes,
OPPO F17 (Dynamic,4.4,18990,8GB,128GB,Qualcomm Snapdragon 662,16MP,16MP + 8MP + 2MP,Dual,Yes,
OPPO F17 (Classic,4.4,17990,8GB,128GB,Qualcomm Snapdragon 662,16MP,16MP + 8MP + 2MP,Dual,Yes,
Vivo Z1x (Fusion,4.4,17990,6GB,128GB,Qualcomm Snapdragon 712,32MP,48MP + 8MP + 2MP,Triple,Yes,
OPPO F17 (Navy,4.4,18990,8GB,128GB,Qualcomm Snapdragon 662,16MP,16MP + 8MP + 2MP,Dual,Yes,
Redmi Y2 (Dark,4.4,12970,3GB,32GB,Qualcomm Snapdragon 625,16MP,12MP + 5MP,Dual,Yes,
Redmi Note 8,4.4,16295,4GB,64GB,Qualcomm Snapdragon 665,13MP,48MP + 8MP + 2MP + 2MP,Quad,Yes,
Realme 6 Pro,4.4,18599,8GB,128GB,Qualcomm Snapdragon 720G,16MP,64MP + 8MP + 2MP + 2MP,Quad,Yes,
OPPO Reno2 F,4.4,18990,8GB,128GB,MediaTek Helio P70,16MP,48MP + 8MP + 2MP + 2MP,Quad,Yes,
POCO M2 (Brick,4.4,11499,6GB,128GB,MediaTek Helio G80,16MP,13MP + 8MP + 2MP,Triple,Yes,
POCO M2 (Pitch,4.4,10999,6GB,128GB,MediaTek Helio G80,16MP,13MP + 8MP + 2MP,Triple,Yes,
POCO M2 (Slate,4.4,11749,6GB,64GB,MediaTek Helio G80,8MP,13MP + 2MP + 2MP,Dual,Yes,
POCO M2 Pro,4.4,15332.33333,4GB/6GB,64GB/128GB,Qualcomm Snapdragon 720G,16MP,48MP + 8MP + 5MP + 2MP,Dual,Yes,
Vivo S1 Pro,4.4,18990,8GB,128GB,Qualcomm Snapdragon 730G,32MP,48MP + 8MP + 5MP + 2MP,Quad,Yes,
Redmi Note 4,4.4,12998.5,2GB/3GB,16GB/32GB,Qualcomm Snapdragon 625,5MP,13MP,Dual,Yes,
Realme 6i (Lunar,4.4,13999,3GB/4GB,64GB/128GB,MediaTek Helio G80,16MP,48MP + 8MP + 2MP + 2MP,Quad,Yes,
Realme 6 (Comet,4.4,15999,4GB/6GB,64GB/128GB,MediaTek Helio G90T,16MP,64MP + 8MP + 2MP + 2MP,Quad,Yes,
Vivo Y95 (Nebula,4.4,15490,4GB,64GB,Qualcomm Snapdragon 439,20MP,16MP + 2MP,Dual,Yes,
Vivo U10 (Electric,4.4,11823.33333,3GB,32GB,MediaTek Helio P22,8MP,13MP + 2MP,Dual,Yes,
Vivo Y50 (Iris,4.4,16990,8GB,128GB,Qualcomm Snapdragon 665,16MP,13MP + 8MP + 2MP,Triple,Yes,
Vivo Y17 (Mineral,4.4,13900,4GB,128GB,MediaTek Helio P35,20MP,13MP + 8MP + 2MP,Triple,Yes,
Vivo Y17 (Mystic,4.4,13900,4GB,128GB,MediaTek Helio P35,20MP,13MP + 8MP + 2MP,Triple,Yes,
Vivo Y19 (Magnetic,4.4,14990,4GB/6GB,128GB,MediaTek Helio P35,16MP,13MP + 8MP + 2MP,Triple,Yes,
Vivo U10 (Thunder,4.4,11823.33333,3GB,32GB,MediaTek Helio P22,8MP,13MP + 2MP,Dual,Yes,
Vivo Y20 (Dawn,4.4,12990,3GB,64GB,MediaTek Helio P22,8MP,13MP + 2MP,Dual,Yes,
Vivo Y20 (Obsidian,4.4,12990,3GB,64GB,MediaTek Helio P22,8MP,13MP + 2MP,Dual,Yes,
Vivo Y20 (Purist,4.4,12990,3GB,64GB,MediaTek Helio P22,8MP,13MP + 2MP,Dual,Yes,
Mi A1 (Rose,4.4,14999,4GB,64GB,Qualcomm Snapdragon 625,5MP,12MP + 12MP,Dual,No,
"Mi A1 (Gold,",4.4,13999,4GB,64GB,Qualcomm Snapdragon 625,5MP,12MP + 12MP,Dual,No,
"Mi A1 (Black,",4.4,13999,4GB,64GB,Qualcomm Snapdragon 625,5MP,12MP + 12MP,Dual,No,
Vivo Z1x (Phantom,4.4,17990,6GB,128GB,Qualcomm Snapdragon 712,32MP,48MP + 8MP + 2MP,Triple,Yes,
Infinix S5 Pro,4.4,11499,6GB,128GB,Helio P35,32MP,48MP + 2MP + 2MP,Dual,Yes (up to 256GB),
Vivo Y50 (Pearl,4.4,16990,8GB,128GB,Snapdragon 665,16MP,13MP + 2MP + 2MP,Dual,Yes (up to 256GB),
Vivo Y15 (Aqua,4.4,12990,4GB,64GB,Helio P22,8MP,13MP + 2MP,Dual,Yes (up to 256GB),
Infinix Hot 9,4.4,10499,4GB,64GB,Helio A25,8MP,13MP + 2MP,Dual,Yes (up to 256GB),
"Honor 8X (Blue,",4.4,19999,4GB,64GB,Kirin 710,16MP,20MP + 2MP,Dual,Yes (up to 400GB),
"Vivo Y81 (Gold,",4.4,11500,3GB,32GB,Snapdragon 439,5MP,13MP + 2MP,Dual,Yes (up to 256GB),
"Vivo Y81i (Gold,",4.4,10736,2GB,16GB,Snapdragon 425,5MP,13MP + 2MP,Dual,Yes (up to 256GB),
"Vivo Y83 (Black,",4.4,11770,4GB,64GB,Helio P22,8MP,13MP + 2MP,Dual,Yes (up to 256GB),
"Vivo Y83 (Gold,",4.4,11999,4GB,64GB,Helio P22,8MP,13MP + 2MP,Dual,Yes (up to 256GB),
Vivo Y83 Pro,4.4,14500,6GB,128GB,Snapdragon 632,20MP,13MP + 2MP,Dual,Yes (up to 256GB),
Honor 10 Lite,4.4,13999,6GB,64GB,Kirin 710,24MP,13MP + 2MP,Dual,Yes (up to 512GB),
Vivo Y91 (Nebula,4.4,10500,3GB,32GB,Helio P22,8MP,13MP + 2MP,Dual,Yes (up to 256GB),
Vivo Y91 (Ocean,4.4,11990,3GB,32GB,Helio P22,8MP,13MP + 2MP,Dual,Yes (up to 256GB),
Vivo Y93 (Nebula,4.4,14490,4GB,64GB,Snapdragon 439,8MP,13MP + 2MP,Dual,Yes (up to 256GB),
Vivo Y93 (Starry,4.4,14490,4GB,64GB,Snapdragon 439,8MP,13MP + 2MP,Dual,Yes (up to 256GB),
Vivo Y15 (Burgundy,4.4,12990,4GB,64GB,Helio P22,8MP,13MP + 2MP,Dual,Yes (up to 256GB),
Vivo Y19 (Spring,4.4,14990,4GB,128GB,Helio P35,16MP,16MP + 8MP + 2MP,Triple,Yes (up to 256GB),
OPPO A5 (Diamond,4.4,14821.33333,4GB,64GB,Snapdragon 450,8MP,13MP + 2MP,Dual,Yes (up to 256GB),
Vivo U20 (Racing,4.4,14499,6GB,64GB,Qualcomm Snapdragon 675,16MP,13MP + 8MP + 2MP,Dual SIM,Yes,
Motorola One Fusion+,4.4,17499,6GB,128GB,Qualcomm Snapdragon 730G,16MP,64MP + 8MP + 5MP + 2MP,Dual SIM,Yes,
"Vivo V7 (Gold,",4.4,18990,4GB,32GB,Qualcomm Snapdragon 415,16MP,13MP,Dual SIM,Yes,
Vivo V7 (Matte,4.4,19670,4GB,32GB,Qualcomm Snapdragon 415,16MP,13MP,Dual SIM,Yes,
Vivo V9 Pro,4.4,18990,6GB,64GB,Qualcomm Snapdragon 660,16MP,13MP + 2MP,Dual SIM,Yes,
Vivo V9 Youth,4.4,17494.5,4GB,64GB,Qualcomm Snapdragon 450,16MP,13MP + 2MP,Dual SIM,Yes,
Samsung Galaxy J6,4.375,13895,6GB,128GB,Samsung Exynos 7962 Octa-Core,8MP,13MP + 5MP,Dual SIM,Yes,
OPPO F15 (Unicorn,4.35,17990,8GB,128GB,MediaTek Helio P70,16MP,48MP + 8MP + 2MP + 2MP,Dual SIM,Yes,
OPPO F15 (Lightening,4.35,17990,8GB,128GB,MediaTek Helio P70,16MP,48MP + 8MP + 2MP + 2MP,Dual SIM,Yes,
Honor 9X (Sapphire,4.35,16499,6GB,128GB,HiSilicon Kirin 710F,16MP,48MP + 8MP + 2MP,Dual SIM,Yes,
Honor 9N (Robin,4.35,13500,4GB,64GB,HiSilicon Kirin 659,16MP,13MP + 2MP,Dual SIM,Yes,
"Vivo Y81 (Black,",4.35,14264,3GB,32GB,MediaTek Helio P22,5MP,13MP + 2MP,Dual SIM,Yes,
OPPO F15 (Blazing,4.35,17990,8GB,128GB,MediaTek Helio P70,16MP,48MP + 8MP + 2MP,Dual,Yes,
Redmi Y3 (Elegant,4.35,12150,4GB,64GB,Qualcomm Snapdragon 625,32MP,12MP + 2MP,Dual,Yes,
Realme 7 (Mist,4.35,15999,6GB,64GB,MediaTek Helio G95,16MP,64MP + 8MP + 2MP + 2MP,Quad,Yes,
OPPO K1 (Piano,4.35,15740,6GB,64GB,Qualcomm Snapdragon 660,25MP,16MP + 2MP,Dual,Yes,
Redmi Y3 (Prime,4.35,12490,6GB,128GB,Qualcomm Snapdragon 625,32MP,12MP + 2MP,Dual,Yes,
OPPO A7 (Glaring,4.35,17969.5,4GB,64GB,Qualcomm Snapdragon 450,16MP,13MP + 2MP,Dual,Yes,
OPPO A7 (Glaze,4.35,17894.5,4GB,64GB,Qualcomm Snapdragon 450,16MP,13MP + 2MP,Dual,Yes,
Honor 9X (Midnight,4.35,16499,6GB,128GB,HiSilicon Kirin 710F,16MP,48MP + 8MP + 2MP,Triple,Yes,
Redmi Note 9,4.3375,16182.4375,4GB,128GB,MediaTek Helio G85,13MP,48MP + 8MP + 2MP + 2MP,Quad,Yes,
"Vivo Y71 (Gold,",4.3,10900,4GB,64GB,Qualcomm Snapdragon 450,16MP,13MP + 2MP,Dual,Yes,
Samsung Galaxy M31,4.3,18619,6GB,128GB,Exynos 9611,32MP,64MP + 8MP + 5MP + 5MP,Quad,Yes,
Samsung Galaxy M30S,4.3,17163,4GB,64GB,Exynos 9611,16MP,48MP + 8MP + 5MP,Triple,Yes,
Vivo V5 (Crown,4.3,17980,4GB,32GB,MediaTek Helio P10,20MP,13MP,Single,Yes,
Samsung Galaxy M21,4.3,16423,4GB,64GB,Exynos 9611,20MP,48MP + 8MP + 5MP,Triple,Yes,
Vivo V5s Perfect,4.3,18690,4GB,64GB,MediaTek Helio P22,20MP,16MP + 5MP,Dual,Yes,
Samsung J7 Max,4.3,19995,4GB,64GB,MediaTek Helio P20 MT6757,13MP,13MP + 13MP,Dual,Yes,
Tecno Spark 5,4.3,10980,2GB,32GB,MediaTek Helio A22,8MP,13MP + 2MP + QVGA,Triple,Yes,
Tecno Camon i,4.3,12166,2GB,32GB,MediaTek Helio A22,8MP,13MP + 2MP + QVGA,Triple,Yes,
Vivo Y71 (Matte,4.3,11450,4GB,64GB,Qualcomm Snapdragon 450,16MP,13MP + 2MP,Dual,Yes,
Vivo Y12 (Burgundy,4.3,10990,4GB,64GB,MediaTek Helio P22,8MP,13MP + 2MP,Dual,Yes,
Vivo Y69 (Matte,4.3,13900,3GB,32GB,MediaTek Helio P22,16MP,13MP + 2MP,Dual,Yes,
"Vivo Y69 (Gold,",4.3,14914,3GB,32GB,MediaTek Helio P22,16MP,13MP + 2MP,Dual,Yes,
Vivo Y66 (Crown,4.3,14990,3GB,32GB,MediaTek Helio P22,16MP,13MP + 2MP,Dual,Yes,
Samsung Galaxy J5,4.3,13500,2GB,16GB,Qualcomm Snapdragon 410,5MP,13MP,Single,Yes,
Vivo Y12 (Aqua,4.3,12494.5,3GB,64GB,MediaTek Helio P22,8MP,13MP + 2MP,Dual,Yes,
Vivo Y30 (Emerald,4.3,14990,4GB,128GB,MediaTek Helio P35,8MP,13MP + 2MP,Dual,Yes,
Vivo Y30 (Dazzle,4.3,14990,4GB,128GB,MediaTek Helio P35,8MP,13MP + 2MP,Dual,Yes,
Vivo Y20i (Nebula,4.3,11490,3GB,32GB,MediaTek Helio P35,8MP,13MP + 2MP,Dual,Yes,
Vivo Y20i (Dawn,4.3,11490,3GB,32GB,MediaTek Helio P35,8MP,13MP + 2MP,Dual,Yes,
Samsung Galaxy A31,4.3,19999,6GB,128GB,MediaTek Helio P65,20MP,48MP + 12MP + 5MP + 5MP,Quad,Yes,
Samsung Galaxy A30s,4.3,18293.33333,4GB,64GB,Exynos 7904 Octa,16MP,25MP + 5MP + 8MP,Triple,Yes,
Samsung Galaxy A20s,4.3,13900,3GB,32GB,Qualcomm Snapdragon 450,8MP,13MP + 5MP + 8MP,Triple,Yes,
Samsung Galaxy A20,4.3,12195,3GB,32GB,Exynos 7884 Octa,8MP,13MP + 5MP,Dual,Yes,
Samsung Galaxy A10s,4.3,10999,2GB,32GB,MediaTek Helio P22,8MP,13MP + 2MP,Dual,Yes,
Redmi Y3 (Bold,4.3,11490,4GB,64GB,Qualcomm Snapdragon 632,32MP,12MP + 2MP,Dual,Yes,
Samsung Galaxy A50s,4.3,18570,6GB,128GB,Qualcomm Snapdragon 665,32MP,48MP + 8MP + 5MP,Triple,Yes,
Realme 1 (Moonlight,4.3,10994.5,4GB,64GB,MediaTek Helio P60,8MP,13MP + 2MP,Dual,Yes,
Panasonic Eluga Z1,4.3,14999,4GB,64GB,MediaTek Helio P60,16MP,16MP + 5MP,Dual,Yes,
"Honor 7X (Red,",4.3,14500,4GB,64GB,Huawei Kirin 659,8MP,16MP + 2MP,Dual,Yes,
OPPO A52 (Stream,4.3,15990,6GB,128GB,Qualcomm Snapdragon 665,16MP,12MP + 8MP + 2MP + 2MP,Quad,Yes,
"OPPO A3s (Red,",4.3,14999,2GB,16GB,Qualcomm Snapdragon 450,8MP,13MP + 2MP,Dual,Yes,
Honor 9N (Midnight,4.3,17999,3GB,32GB,Huawei Kirin 659,16MP,13MP + 2MP,Dual,Yes,
"Honor 9N (Purple,",4.3,14500,3GB,32GB,Huawei Kirin 659,16MP,13MP + 2MP,Dual,Yes,
"OPPO A3s (Purple,",4.3,15000,2GB,16GB,Qualcomm Snapdragon 450,8MP,13MP + 2MP,Dual,Yes,
OPPO A31 (Mystery,4.3,13740,4GB,64GB,MediaTek Helio P35,8MP,12MP + 2MP + 2MP,Triple,Yes,
OPPO A31 (Lake,4.3,14990,4GB,64GB,MediaTek Helio P35,8MP,12MP + 2MP + 2MP,Triple,Yes,
Honor 9N (Sapphire,4.3,17999,4GB,64GB,Huawei Kirin 659,16MP,13MP + 2MP,Dual,Yes,
OPPO A31 (Fantasy,4.3,13740,4GB,64GB,MediaTek Helio P35,8MP,12MP + 2MP + 2MP,Triple,Yes,
Honor 9i (Aurora,4.3,19999,4GB,64GB,Huawei Kirin 659,16MP,13MP + 2MP,Dual,Yes,
"OPPO A1K (Red,",4.3,10990,2GB,32GB,MediaTek Helio P22,5MP,8MP,Single,Yes,
"OPPO A1K (Black,",4.3,10990,2 GB,32 GB,MediaTek Helio P22,5 MP,8 MP,Dual,Yes,
Huawei Y9 Prime,4.3,16899,4 GB,64 GB,HiSilicon Kirin 710F,16 MP,16 MP + 8 MP + 2 MP,Dual,Yes,
"OPPO A12 (Blue,",4.3,11490,3 GB,32 GB,MediaTek Helio P35,5 MP,13 MP + 2 MP,Dual,Yes,
"OPPO A12 (Black,",4.3,11490,3 GB,32 GB,MediaTek Helio P35,5 MP,13 MP + 2 MP,Dual,Yes,
Mi Mix 2,4.3,19999,6 GB,64 GB,Qualcomm Snapdragon 835,5 MP,12 MP,Single,No,
Moto E5 (Grey/Flash,4.3,12000,2 GB,16 GB,Qualcomm Snapdragon 425,5 MP,13 MP,Single,Yes,
OPPO A52 (Twilight,4.3,15990,6 GB,128 GB,Qualcomm Snapdragon 665,16 MP,12 MP + 8 MP + 2 MP + 2 MP,Quad,Yes,
Moto G (3rd,4.3,10999,1 GB,8 GB,Qualcomm Snapdragon 400,2 MP,5 MP,Single,No,
OPPO F3 Deepika,4.3,17000,4 GB,64 GB,MediaTek Helio P10,16 MP + 8 MP,13 MP + 2 MP,Dual,Yes,
"Realme 1 (Black,",4.3,10990,3 GB,32 GB,MediaTek Helio P60,8 MP,13 MP + 2 MP,Dual,Yes,
Redmi 6 Pro,4.3,11638.33333,3 GB,32 GB,Qualcomm Snapdragon 625,5 MP,12 MP + 5 MP,Dual,Yes,
"Honor 7X (Gold,",4.3,14750,4 GB,64 GB,HiSilicon Kirin 659,8 MP,16 MP + 2 MP,Dual,Yes,
"OPPO A5s (Black,",4.3,10990,3 GB,64 GB,MediaTek Helio P35,8 MP,13 MP + 2 MP,Dual,Yes,
Realme 1 (Diamond,4.3,11297,4 GB,64 GB,MediaTek Helio P60,8 MP,13 MP + 2 MP,Dual,Yes,
"Honor 7X (Blue,",4.3,14111,4 GB,64 GB,HiSilicon Kirin 659,8 MP,16 MP + 2 MP,Dual,Yes,
"OPPO A5s (Blue,",4.3,11490,3 GB,64 GB,MediaTek Helio P35,8 MP,13 MP + 2 MP,Dual,Yes,
"OPPO A5s (Gold,",4.3,10990,3 GB,64 GB,MediaTek Helio P35,8 MP,13 MP + 2 MP,Dual,Yes,
"OPPO A5s (Green,",4.3,10990,3 GB,64 GB,MediaTek Helio P35,8 MP,13 MP + 2 MP,Dual,Yes,
"OPPO A5s (Red,",4.3,12990,3 GB,64 GB,MediaTek Helio P35,8 MP,13 MP + 2 MP,Dual,Yes,
OPPO A83 (2018,4.3,17000,4 GB,64 GB,MediaTek Helio P22,8 MP,13 MP + 2 MP,Dual,Yes,
"Honor 7X (Black,",4.3,14111,4 GB,64 GB,HiSilicon Kirin 659,8 MP,16 MP + 2 MP,Dual,Yes,
OPPO A9 2020,4.3,16990,4 GB,128 GB,Qualcomm Snapdragon 665,16 MP,48 MP + 8 MP + 2 MP + 2 MP,Quad,Yes,
"OPPO F3 (Gold,",4.3,18000,4 GB,64 GB,Qualcomm Snapdragon 616,8 MP,13 MP + 13 MP Dual,Dual SIM,Yes,
OPPO F3 (Rose,4.3,18000,4 GB,64 GB,Qualcomm Snapdragon 616,8 MP,13 MP + 13 MP Dual,Dual SIM,Yes,
Samsung Galaxy J7,4.266666667,15363.5,4 GB,64 GB,Qualcomm Snapdragon 632,13 MP,13 MP + 5 MP Dual,Dual SIM,Yes,
OPPO A53 (Electric,4.25,14240,4 GB,64 GB,Qualcomm Snapdragon 460,16 MP,13 MP + 2 MP + 2 MP Triple,Dual SIM,Yes,
Mi A3 (Kind,4.25,16249,4 GB,64 GB,Qualcomm Snapdragon 665,32 MP,48 MP + 8 MP + 2 MP Triple,Dual SIM,Yes,
Mi A3 (More,4.25,16247,4 GB,64 GB,Qualcomm Snapdragon 665,32 MP,48 MP + 8 MP + 2 MP Triple,Dual SIM,Yes,
OPPO A53 (Fancy,4.25,14240,4 GB,64 GB,Qualcomm Snapdragon 460,16 MP,13 MP + 2 MP + 2 MP Triple,Dual SIM,Yes,
OPPO A53 (Fairy,4.25,14240,4 GB,64 GB,Qualcomm Snapdragon 460,16 MP,13 MP + 2 MP + 2 MP Triple,Dual SIM,Yes,
"Honor 7C (Blue,",4.2,12999,3 GB,32 GB,Qualcomm Snapdragon 450,5 MP,13 MP,Dual SIM,Yes,
Vivo Y55S (Matte,4.2,13995,4 GB,64 GB,MediaTek Helio P22,16 MP,13 MP + 2 MP Dual,Dual SIM,Yes,
Moto X Play(With,4.2,17499,2 GB,16 GB,Qualcomm Snapdragon 615,5 MP,21 MP,Dual SIM,Yes,
Vivo Y53 (Crown,4.2,11190,3 GB,32 GB,Qualcomm Snapdragon 425,8 MP,13 MP,Dual SIM,Yes,
Infinix Hot S3X,4.2,10999,4 GB,64 GB,MediaTek Helio P22,20 MP + 8 MP Dual,13 MP + 2 MP Dual,Dual SIM,Yes,
"LG Q60 (Blue,",4.2,13288,3 GB,64 GB,MediaTek Helio P22,13 MP,16 MP + 2 MP Dual,Dual SIM,Yes,
"Mi A2 (Gold,",4.2,12990,4 GB,64 GB,Qualcomm Snapdragon 660,20 MP,12 MP + 20 MP Dual,Dual SIM,No,
Mi A2 (Rose,4.2,13999,4 GB,64 GB,Qualcomm Snapdragon 660,20 MP,12 MP + 20 MP Dual,Dual SIM,No,
Mi A3 (Not,4.2,17485,4 GB,64 GB,Qualcomm Snapdragon 665,32 MP,48 MP + 8 MP + 2 MP Triple,Dual SIM,Yes,
Gionee M7 Power,4.2,16682,4 GB,64 GB,Qualcomm Snapdragon 435,8 MP,13 MP,Dual SIM,Yes,
Redmi 9 (Carbon,4.2,10999,4 GB,64 GB,MediaTek Helio G80,8 MP,13 MP + 5 MP Dual,Dual SIM,Yes,
"Nokia 7.2 (Charcoal,",4.2,17999,6GB,128GB,Qualcomm Snapdragon 660,20MP,48MP + 8MP + 5MP,Dual SIM,Yes,
Samsung Galaxy M40,4.2,16065,6GB,128GB,Qualcomm Snapdragon 675,16MP,32MP + 8MP + 5MP,Dual SIM,Yes,
Samsung Galaxy M11,4.2,11740.625,3GB,32GB,Qualcomm Snapdragon 450,8MP,13MP + 2MP + 2MP,Dual SIM,Yes,
Nokia 3.1 Plus,4.2,10440,3GB,32GB,MediaTek Helio P22,8MP,13MP + 5MP,Dual SIM,Yes,
"OPPO A83 (Champagne,",4.2,11000,4GB,64GB,MediaTek Helio P23,8MP,13MP + 2MP,Dual SIM,Yes,
Samsung Galaxy A21s,4.2,15749,4GB,64GB,Qualcomm Snapdragon 665,13MP,48MP + 8MP + 2MP + 2MP,Dual SIM,Yes,
Redmi 9 (Sky,4.2,10949,4GB,64GB,MediaTek Helio G80,8MP,13MP + 8MP + 5MP,Dual SIM,Yes,
"OPPO A57 (Gold,",4.2,13500,3GB,32GB,Qualcomm Snapdragon 439,8MP,13MP + 2MP,Dual SIM,Yes,
Samsung Galaxy J4,4.2,12006.5,3 GB,32 GB,Qualcomm Snapdragon 425,5 MP,13 MP,Dual SIM,Yes,
Samsung Galaxy M01s,4.2,10169.5,3 GB,32 GB,Snapdragon 439,5 MP,13 MP,Dual SIM,Yes,
